X,Y,Z,P,Xspd,Yspd,Zspd,T
-4.4,-1.8,1.6,35.186,-10.119,0.31802,-0.65714,22.032
-4.2,-1.8,1.6,35.79,-9.9258,0.46579,-0.27651,21.976
-4.0,-1.8,1.6,36.3,-10.341,0.36562,-0.23226,21.92
-3.8,-1.8,1.6,36.777,-10.43,0.42,-0.19414,21.867
-3.6,-1.8,1.6,37.19,-10.066,0.41746,-0.36271,21.819
-3.4,-1.8,1.6,37.522,-10.238,-0.10502,-0.51218,21.769
-3.2,-1.8,1.6,37.885,-10.363,-0.20173,-0.14558,21.709
-3.0,-1.8,1.6,38.16,-10.182,0.27785,0.12236,21.646
-2.8,-1.8,1.6,38.438,-10.31,-0.097217,-0.26388,21.588
-2.6,-1.8,1.6,38.681,-10.353,-0.69919,-0.40809,21.528
-2.4,-1.8,1.6,38.94,-10.303,-0.10661,-0.023815,21.463
-2.2,-1.8,1.6,39.344,-10.46,0.20572,-0.09931,21.405
-2.0,-1.8,1.6,39.792,-10.284,-0.86638,-0.43863,21.349
-1.8,-1.8,1.6,40.174,-10.137,-1.1612,-0.18084,21.286
-1.6,-1.8,1.6,40.867,-10.554,-0.04897,0.035021,21.222
-1.4,-1.8,1.6,41.908,-10.559,-0.10238,-0.40688,21.164
-1.2,-1.8,1.6,42.825,-10.095,-1.3327,-0.50631,21.105
-1.0,-1.8,1.6,43.554,-10.331,-1.2157,0.14124,21.044
-0.8,-1.8,1.6,44.626,-10.725,-0.33664,0.24642,20.99
-0.6,-1.8,1.6,46.012,-10.337,-0.72818,-0.36951,20.944
-0.4,-1.8,1.6,47.131,-10.029,-1.4965,-0.46066,20.898
-0.2,-1.8,1.6,48.122,-10.318,-1.126,0.083707,20.855
0.0,-1.8,1.6,49.166,-10.393,-0.48567,0.29283,20.819
0.2,-1.8,1.6,50.072,-10.119,-0.75652,-0.078798,20.785
0.4,-1.8,1.6,50.566,-9.9435,-1.1721,-0.22685,20.751
0.6,-1.8,1.6,50.673,-10.094,-0.86004,0.097396,20.72
0.8,-1.8,1.6,50.411,-10.154,-0.51649,0.16029,20.692
1.0,-1.8,1.6,49.855,-9.9205,-0.71859,-0.073733,20.663
1.2,-1.8,1.6,49.037,-9.8783,-0.78877,0.0028374,20.635
1.4,-1.8,1.6,48.075,-10.04,-0.40486,0.12184,20.609
1.6,-1.8,1.6,47.037,-10.098,-0.26772,-0.042253,20.583
1.8,-1.8,1.6,45.97,-10.077,-0.51251,-0.039957,20.557
2.0,-1.8,1.6,44.911,-9.9547,-0.51076,0.13117,20.532
2.2,-1.8,1.6,43.858,-9.9574,-0.27957,0.078219,20.506
2.4,-1.8,1.6,42.834,-10.186,-0.24751,0.013619,20.481
2.6,-1.8,1.6,41.928,-10.257,-0.29686,0.037049,20.456
2.8,-1.8,1.6,41.149,-10.185,-0.34019,-0.059818,20.431
3.0,-1.8,1.6,40.371,-10.141,-0.41818,-0.00051005,20.407
3.2,-1.8,1.6,39.61,-10.156,-0.121,0.19676,20.383
3.4,-1.8,1.6,39.098,-10.389,0.20477,0.19419,20.358
3.6,-1.8,1.6,38.716,-10.559,-0.39011,0.1419,20.333
3.8,-1.8,1.6,38.245,-10.206,-0.90743,0.076733,20.311
4.0,-1.8,1.6,37.766,-10.15,0.14703,0.081941,20.292
4.2,-1.8,1.6,37.566,-10.612,0.87011,0.33858,20.27
4.4,-1.8,1.6,37.408,-10.578,-0.51367,0.43131,20.248
4.6,-1.8,1.6,36.977,-10.238,-1.1271,0.1638,20.23
4.8,-1.8,1.6,36.633,-10.401,0.63178,0.14482,20.214
5.0,-1.8,1.6,36.581,-10.523,1.1418,0.35383,20.195
5.2,-1.8,1.6,36.389,-10.556,-0.69336,0.30353,20.177
5.4,-1.8,1.6,35.854,-10.644,-0.93913,0.31477,20.163
5.6,-1.8,1.6,35.503,-10.449,0.87554,0.4001,20.152
5.8,-1.8,1.6,35.291,-10.232,0.78238,0.06815,20.138
6.0,-1.8,1.6,34.772,-10.462,-1.0164,-0.096876,20.125
6.2,-1.8,1.6,34.041,-10.762,-0.68116,0.43931,20.113
6.4,-1.8,1.6,33.681,-10.644,1.0443,0.59724,20.104
6.6,-1.8,1.6,33.508,-10.341,0.52669,-0.078928,20.095
6.8,-1.8,1.6,32.888,-10.07,-1.2033,-0.32847,20.086
7.0,-1.8,1.6,32.06,-10.426,-0.71403,0.14494,20.076
7.2,-1.8,1.6,31.617,-10.859,0.80778,0.32042,20.069
7.4,-1.8,1.6,31.508,-10.357,0.25104,0.11511,20.062
7.6,-1.8,1.6,30.85,-9.6356,-1.1436,-0.018768,20.055
7.8,-1.8,1.6,30.024,-10.25,-0.44008,0.0014668,20.048
8.0,-1.8,1.6,29.691,-11.07,0.84353,0.18011,20.042
8.2,-1.8,1.6,29.583,-10.346,-0.16492,0.22461,20.037
8.4,-1.8,1.6,29.012,-9.3772,-1.5168,0.030021,20.032
8.6,-1.8,1.6,28.399,-10.135,-0.47508,0.052408,20.026
8.8,-1.8,1.6,28.45,-10.994,0.8597,0.23352,20.021
9.0,-1.8,1.6,28.679,-10.398,0.028289,0.13024,20.017
9.2,-1.8,1.6,28.642,-9.6465,-1.1654,-0.013755,20.014
9.4,-1.8,1.6,28.629,-9.9836,-0.76243,0.056795,20.01
9.6,-1.8,1.6,29.222,-10.349,0.01501,0.10937,20.006
9.8,-1.8,1.6,30.202,-10.153,-0.031447,0.071506,20.004
10.0,-1.8,1.6,30.755,-10.0,-0.19969,0.037917,20.003
-10.0,-1.6,1.6,0.88338,-9.4925,0.38949,-0.39625,22.94
-9.8,-1.6,1.6,1.5869,-9.5213,0.44245,-0.39601,22.922
-9.6,-1.6,1.6,2.9803,-9.5348,0.50632,-0.59098,22.9
-9.4,-1.6,1.6,4.4373,-9.5984,0.48991,-0.8394,22.877
-9.2,-1.6,1.6,5.9428,-9.617,0.50751,-0.63211,22.838
-9.0,-1.6,1.6,7.3628,-9.5079,0.65799,-0.36008,22.809
-8.8,-1.6,1.6,8.5849,-9.4378,0.64131,-0.66401,22.798
-8.6,-1.6,1.6,9.9024,-9.7363,0.4165,-0.88413,22.783
-8.4,-1.6,1.6,11.367,-9.8553,0.42456,-0.56138,22.758
-8.2,-1.6,1.6,12.755,-9.6927,0.57658,-0.60099,22.733
-8.0,-1.6,1.6,14.098,-9.5628,0.52083,-0.90733,22.709
-7.8,-1.6,1.6,15.375,-9.7909,0.39444,-0.62083,22.685
-7.6,-1.6,1.6,16.623,-10.042,0.50956,-0.39373,22.666
-7.4,-1.6,1.6,17.899,-9.9348,0.64774,-0.87412,22.643
-7.2,-1.6,1.6,19.266,-9.783,0.52652,-1.0129,22.601
-7.0,-1.6,1.6,20.51,-9.8738,0.45566,-0.46169,22.549
-6.8,-1.6,1.6,21.638,-10.176,0.71649,-0.38119,22.516
-6.6,-1.6,1.6,22.86,-10.163,0.98913,-0.65379,22.497
-6.4,-1.6,1.6,24.111,-9.9322,0.90313,-0.50099,22.48
-6.2,-1.6,1.6,25.178,-9.9915,0.65171,-0.39944,22.461
-6.0,-1.6,1.6,26.189,-10.194,0.67185,-0.55875,22.435
-5.8,-1.6,1.6,27.327,-10.147,1.1355,-0.28751,22.405
-5.6,-1.6,1.6,28.45,-10.021,1.3476,-0.061392,22.382
-5.4,-1.6,1.6,29.452,-9.9547,0.84847,-0.57239,22.365
-5.2,-1.6,1.6,30.46,-9.9285,0.52731,-0.77484,22.336
-5.0,-1.6,1.6,31.484,-9.8769,0.80338,-0.19033,22.284
-4.8,-1.6,1.6,32.399,-10.05,0.84595,0.05541,22.234
-4.6,-1.6,1.6,33.221,-10.397,0.4606,-0.35665,22.198
-4.4,-1.6,1.6,33.912,-10.107,0.24031,-0.61369,22.152
-4.2,-1.6,1.6,34.567,-9.9893,0.35383,-0.49989,22.093
-4.0,-1.6,1.6,35.181,-10.468,0.49919,-0.23258,22.03
-3.8,-1.6,1.6,35.665,-10.392,0.52468,0.071967,21.975
-3.6,-1.6,1.6,36.022,-10.119,0.46069,-0.16868,21.931
-3.4,-1.6,1.6,36.418,-10.405,-0.036735,-0.7007,21.884
-3.2,-1.6,1.6,37.001,-10.433,-0.34504,-0.51508,21.82
-3.0,-1.6,1.6,37.434,-10.029,0.097822,-0.067013,21.747
-2.8,-1.6,1.6,37.7,-10.314,0.02052,-0.27917,21.679
-2.6,-1.6,1.6,38.165,-10.807,-0.46714,-0.55193,21.616
-2.4,-1.6,1.6,38.814,-10.575,-0.16099,-0.3323,21.55
-2.2,-1.6,1.6,39.329,-9.9772,-0.31311,-0.31422,21.487
-2.0,-1.6,1.6,39.787,-10.083,-1.0572,-0.44042,21.418
-1.8,-1.6,1.6,40.399,-10.927,-0.5531,-0.19807,21.34
-1.6,-1.6,1.6,41.335,-10.896,-0.11066,-0.2464,21.274
-1.4,-1.6,1.6,42.452,-9.9437,-1.0801,-0.64832,21.213
-1.2,-1.6,1.6,43.469,-10.049,-1.3501,-0.33159,21.136
-1.0,-1.6,1.6,44.444,-11.007,-0.47237,0.2872,21.057
-0.8,-1.6,1.6,45.809,-10.825,-0.59215,-0.048106,20.999
-0.6,-1.6,1.6,47.499,-10.177,-1.5389,-0.5629,20.949
-0.4,-1.6,1.6,49.027,-10.304,-1.5754,-0.16765,20.893
-0.2,-1.6,1.6,50.448,-10.635,-0.7483,0.39536,20.841
0.0,-1.6,1.6,51.878,-10.512,-0.38747,0.29621,20.802
0.2,-1.6,1.6,53.132,-10.238,-1.0643,-0.12101,20.767
0.4,-1.6,1.6,53.826,-10.063,-1.5183,-0.067842,20.733
0.6,-1.6,1.6,53.936,-10.163,-0.81389,0.30207,20.701
0.8,-1.6,1.6,53.584,-10.111,-0.34244,0.25553,20.671
1.0,-1.6,1.6,52.863,-9.9619,-0.72807,0.050872,20.64
1.2,-1.6,1.6,51.797,-10.161,-0.80792,0.11017,20.611
1.4,-1.6,1.6,50.548,-10.228,-0.46001,0.097022,20.586
1.6,-1.6,1.6,49.222,-9.9951,-0.3032,0.080602,20.562
1.8,-1.6,1.6,47.854,-10.13,-0.31251,0.19487,20.537
2.0,-1.6,1.6,46.547,-10.175,-0.39053,0.079748,20.511
2.2,-1.6,1.6,45.241,-9.9641,-0.45844,-0.06,20.487
2.4,-1.6,1.6,44.003,-10.185,-0.25434,0.18855,20.463
2.6,-1.6,1.6,42.974,-10.553,0.047361,0.26865,20.439
2.8,-1.6,1.6,42.063,-10.347,-0.17982,-0.074712,20.415
3.0,-1.6,1.6,41.12,-10.027,-0.586,-0.021098,20.393
3.2,-1.6,1.6,40.182,-10.302,-0.073809,0.35279,20.37
3.4,-1.6,1.6,39.489,-10.67,0.50389,0.33187,20.346
3.6,-1.6,1.6,38.942,-10.509,-0.33798,0.12563,20.322
3.8,-1.6,1.6,38.352,-10.249,-0.91451,0.076501,20.301
4.0,-1.6,1.6,37.777,-10.542,0.38872,0.24361,20.282
4.2,-1.6,1.6,37.395,-10.728,0.89221,0.47522,20.262
4.4,-1.6,1.6,37.072,-10.387,-0.70542,0.39572,20.242
4.6,-1.6,1.6,36.662,-10.45,-0.97106,0.11942,20.224
4.8,-1.6,1.6,36.388,-10.715,0.85485,0.17051,20.208
5.0,-1.6,1.6,36.126,-10.445,1.1123,0.4585,20.192
5.2,-1.6,1.6,35.823,-10.39,-0.70428,0.38845,20.175
5.4,-1.6,1.6,35.533,-10.817,-0.9806,0.11988,20.16
5.6,-1.6,1.6,35.325,-10.627,0.81924,0.22778,20.149
5.8,-1.6,1.6,34.953,-10.037,1.0099,0.40154,20.136
6.0,-1.6,1.6,34.428,-10.409,-0.82427,0.27946,20.123
6.2,-1.6,1.6,34.049,-11.077,-0.91698,0.25134,20.112
6.4,-1.6,1.6,33.804,-10.688,0.92323,0.31655,20.103
6.6,-1.6,1.6,33.326,-10.043,0.77895,0.072862,20.094
6.8,-1.6,1.6,32.662,-10.266,-1.079,-0.04535,20.084
7.0,-1.6,1.6,32.147,-10.943,-0.8569,0.30392,20.075
7.2,-1.6,1.6,31.854,-10.724,0.57792,0.41263,20.067
7.4,-1.6,1.6,31.433,-10.046,0.067779,0.029915,20.061
7.6,-1.6,1.6,30.723,-10.222,-0.83433,-0.14298,20.053
7.8,-1.6,1.6,30.196,-11.007,0.074336,0.19376,20.047
8.0,-1.6,1.6,29.92,-10.655,0.42016,0.42544,20.041
8.2,-1.6,1.6,29.413,-9.7605,-1.0178,0.12978,20.036
8.4,-1.6,1.6,28.701,-10.19,-1.125,-0.12923,20.031
8.6,-1.6,1.6,28.58,-11.108,0.48267,0.091537,20.025
8.8,-1.6,1.6,28.72,-10.583,0.52414,0.27521,20.021
9.0,-1.6,1.6,28.521,-9.7724,-0.98924,0.087944,20.018
9.2,-1.6,1.6,28.304,-10.075,-1.2881,-0.065005,20.014
9.4,-1.6,1.6,28.64,-10.591,-0.36319,-0.00055069,20.01
9.6,-1.6,1.6,29.418,-10.329,-0.084107,0.06797,20.006
9.8,-1.6,1.6,30.229,-10.044,-0.37742,0.068327,20.004
10.0,-1.6,1.6,30.631,-10.0,-0.42418,0.045406,20.003
-10.0,-1.4,1.6,0.9387,-9.3868,0.29152,-0.22978,23.586
-9.8,-1.4,1.6,1.6212,-9.4612,0.26206,-0.22515,23.5
-9.6,-1.4,1.6,2.9558,-9.5039,0.41567,-0.37449,23.389
-9.4,-1.4,1.6,4.3759,-9.6295,0.73654,-0.63294,23.365
-9.2,-1.4,1.6,5.9092,-9.5654,0.65841,-0.52235,23.339
-9.0,-1.4,1.6,7.3095,-9.4403,0.3554,-0.1501,23.238
-8.8,-1.4,1.6,8.4522,-9.4631,0.55527,-0.38203,23.193
-8.6,-1.4,1.6,9.723,-9.7706,0.85207,-0.7805,23.266
-8.4,-1.4,1.6,11.239,-9.782,0.56773,-0.40245,23.169
-8.2,-1.4,1.6,12.579,-9.5436,0.36439,-0.22626,22.939
-8.0,-1.4,1.6,13.837,-9.4664,0.62724,-0.76038,22.824
-7.8,-1.4,1.6,15.16,-9.685,0.70252,-0.71818,22.784
-7.6,-1.4,1.6,16.415,-9.9205,0.52685,-0.16874,22.751
-7.4,-1.4,1.6,17.553,-9.7904,0.6068,-0.49194,22.718
-7.2,-1.4,1.6,18.811,-9.7811,0.79291,-0.92652,22.678
-7.0,-1.4,1.6,20.067,-9.995,0.76685,-0.38857,22.637
-6.8,-1.4,1.6,21.152,-10.094,0.74632,-0.1474,22.613
-6.6,-1.4,1.6,22.235,-9.9795,0.8986,-0.51158,22.596
-6.4,-1.4,1.6,23.351,-10.136,1.2235,-0.3352,22.582
-6.2,-1.4,1.6,24.414,-10.178,1.0123,-0.13812,22.579
-6.0,-1.4,1.6,25.46,-10.004,0.52368,-0.37144,22.573
-5.8,-1.4,1.6,26.587,-10.013,0.95097,-0.14011,22.551
-5.6,-1.4,1.6,27.606,-10.024,1.3898,0.14573,22.54
-5.4,-1.4,1.6,28.548,-10.053,0.91771,-0.16194,22.561
-5.2,-1.4,1.6,29.562,-9.8914,0.39682,-0.44669,22.576
-5.0,-1.4,1.6,30.515,-9.5757,0.56247,-0.40304,22.545
-4.8,-1.4,1.6,31.316,-9.7061,0.82729,-0.17576,22.495
-4.6,-1.4,1.6,32.042,-9.9046,0.59575,-0.017876,22.457
-4.4,-1.4,1.6,32.665,-9.6827,0.38164,-0.2815,22.413
-4.2,-1.4,1.6,33.32,-9.8224,0.38565,-0.63603,22.349
-4.0,-1.4,1.6,34.079,-10.244,0.26332,-0.47051,22.273
-3.8,-1.4,1.6,34.694,-10.111,0.27058,-0.098676,22.208
-3.6,-1.4,1.6,35.011,-9.7721,0.37279,-0.28069,22.166
-3.4,-1.4,1.6,35.378,-10.082,0.026783,-0.83931,22.128
-3.2,-1.4,1.6,36.1,-10.136,-0.33185,-0.87818,22.057
-3.0,-1.4,1.6,36.656,-9.681,-0.16146,-0.44717,21.958
-2.8,-1.4,1.6,36.969,-9.8928,-0.072882,-0.47728,21.868
-2.6,-1.4,1.6,37.598,-10.46,-0.35211,-0.84072,21.793
-2.4,-1.4,1.6,38.52,-10.179,-0.54847,-0.73171,21.716
-2.2,-1.4,1.6,39.148,-9.4231,-0.59897,-0.55457,21.631
-2.0,-1.4,1.6,39.721,-9.9634,-0.43492,-0.65815,21.542
-1.8,-1.4,1.6,40.587,-10.737,-0.37898,-0.5283,21.455
-1.6,-1.4,1.6,41.57,-10.134,-0.89007,-0.53704,21.38
-1.4,-1.4,1.6,42.752,-9.5566,-1.2212,-0.75313,21.297
-1.2,-1.4,1.6,44.01,-10.351,-0.68553,-0.4377,21.197
-1.0,-1.4,1.6,45.342,-10.725,-0.36791,-0.12768,21.108
-0.8,-1.4,1.6,46.948,-10.233,-1.0839,-0.47261,21.042
-0.6,-1.4,1.6,48.964,-10.04,-1.7131,-0.55379,20.976
-0.4,-1.4,1.6,51.143,-10.447,-1.2975,-0.065022,20.902
-0.2,-1.4,1.6,53.209,-10.76,-0.4865,0.16642,20.841
0.0,-1.4,1.6,55.164,-10.488,-0.66374,0.0063967,20.799
0.2,-1.4,1.6,56.786,-9.9528,-1.6679,-0.12059,20.763
0.4,-1.4,1.6,57.734,-9.9983,-1.5961,0.16316,20.724
0.6,-1.4,1.6,57.93,-10.319,-0.56517,0.49543,20.688
0.8,-1.4,1.6,57.406,-10.016,-0.41849,0.32683,20.656
1.0,-1.4,1.6,56.323,-9.9137,-0.85279,0.22736,20.624
1.2,-1.4,1.6,54.894,-10.244,-0.88564,0.42004,20.594
1.4,-1.4,1.6,53.28,-10.303,-0.57864,0.42321,20.568
1.6,-1.4,1.6,51.622,-10.095,-0.11479,0.47031,20.545
1.8,-1.4,1.6,49.889,-10.075,-0.16428,0.46584,20.521
2.0,-1.4,1.6,48.241,-10.055,-0.76195,0.15121,20.496
2.2,-1.4,1.6,46.662,-10.18,-0.50375,0.22526,20.472
2.4,-1.4,1.6,45.229,-10.479,0.3954,0.71929,20.449
2.6,-1.4,1.6,44.01,-10.468,0.24956,0.55348,20.427
2.8,-1.4,1.6,42.894,-10.077,-0.60074,0.0028823,20.404
3.0,-1.4,1.6,41.889,-10.201,-0.49003,0.20132,20.382
3.2,-1.4,1.6,40.889,-10.632,0.4965,0.72923,20.359
3.4,-1.4,1.6,40.018,-10.542,0.6499,0.66397,20.338
3.6,-1.4,1.6,39.293,-10.232,-0.49175,0.21948,20.316
3.8,-1.4,1.6,38.766,-10.429,-0.73683,0.051867,20.295
4.0,-1.4,1.6,38.23,-10.7,0.71212,0.44464,20.276
4.2,-1.4,1.6,37.539,-10.335,0.87655,0.84419,20.257
4.4,-1.4,1.6,37.086,-10.22,-0.82361,0.52719,20.237
4.6,-1.4,1.6,36.89,-10.87,-0.89329,0.058163,20.219
4.8,-1.4,1.6,36.769,-10.764,0.94453,0.26919,20.204
5.0,-1.4,1.6,36.27,-9.9673,1.0927,0.69395,20.189
5.2,-1.4,1.6,35.764,-10.071,-0.66972,0.49256,20.172
5.4,-1.4,1.6,35.629,-10.962,-1.0058,0.03547,20.157
5.6,-1.4,1.6,35.62,-10.853,0.57792,0.19747,20.145
5.8,-1.4,1.6,35.231,-9.8813,1.0192,0.56768,20.134
6.0,-1.4,1.6,34.624,-9.9608,-0.44736,0.39541,20.121
6.2,-1.4,1.6,34.322,-10.993,-0.9346,0.084607,20.11
6.4,-1.4,1.6,34.298,-10.889,0.36414,0.1147,20.1
6.6,-1.4,1.6,33.788,-9.887,0.57023,0.16492,20.092
6.8,-1.4,1.6,32.973,-10.066,-0.75721,0.1058,20.082
7.0,-1.4,1.6,32.49,-11.029,-0.89563,0.27104,20.073
7.2,-1.4,1.6,32.144,-10.731,0.0072143,0.37057,20.066
7.4,-1.4,1.6,31.596,-10.085,-0.12577,-0.0056952,20.059
7.6,-1.4,1.6,30.822,-10.501,-0.51629,-0.14564,20.052
7.8,-1.4,1.6,30.467,-10.966,-0.26722,0.3057,20.045
8.0,-1.4,1.6,30.006,-10.204,-0.51688,0.43865,20.04
8.2,-1.4,1.6,29.351,-10.017,-0.85372,-0.038533,20.035
8.4,-1.4,1.6,28.8,-10.961,-0.22165,-0.19957,20.029
8.6,-1.4,1.6,28.881,-11.038,-0.022955,0.11116,20.025
8.8,-1.4,1.6,28.748,-9.9036,-0.83886,0.243,20.021
9.0,-1.4,1.6,28.155,-9.9326,-1.0579,0.078249,20.017
9.2,-1.4,1.6,28.083,-10.703,-0.57135,-0.13063,20.013
9.4,-1.4,1.6,28.578,-10.699,-0.56289,-0.14231,20.01
9.6,-1.4,1.6,29.365,-10.159,-0.81985,0.00084405,20.006
9.8,-1.4,1.6,30.266,-10.129,-0.72657,0.049186,20.004
10.0,-1.4,1.6,30.829,-10.0,-0.54128,0.009444,20.003
-10.0,-1.2,1.6,0.89894,-9.1287,0.62412,-0.40117,25.499
-9.8,-1.2,1.6,1.5907,-9.1884,0.68044,-0.31488,24.985
-9.6,-1.2,1.6,2.9361,-9.3452,0.70708,-0.27704,24.337
-9.4,-1.2,1.6,4.3547,-9.5316,0.61313,-0.50142,24.156
-9.2,-1.2,1.6,5.8539,-9.5775,0.75992,-0.59497,24.082
-9.0,-1.2,1.6,7.2687,-9.4165,0.94542,-0.29736,23.977
-8.8,-1.2,1.6,8.4447,-9.3956,0.79361,-0.15869,23.93
-8.6,-1.2,1.6,9.615,-9.6666,0.69734,-0.60694,24.233
-8.4,-1.2,1.6,11.118,-9.5497,0.70403,-0.82326,24.411
-8.2,-1.2,1.6,12.595,-9.4364,0.57051,-0.43602,23.865
-8.0,-1.2,1.6,13.811,-9.5868,0.52272,-0.41292,23.196
-7.8,-1.2,1.6,15.046,-9.7386,0.87056,-0.7408,22.939
-7.6,-1.2,1.6,16.307,-9.8859,0.98443,-0.47069,22.872
-7.4,-1.2,1.6,17.419,-9.8459,0.7199,-0.15374,22.836
-7.2,-1.2,1.6,18.55,-9.7935,0.95046,-0.42206,22.818
-7.0,-1.2,1.6,19.692,-9.8549,1.1837,-0.45939,22.82
-6.8,-1.2,1.6,20.729,-10.013,0.83631,-0.2358,22.853
-6.6,-1.2,1.6,21.768,-9.9389,0.8778,-0.062646,22.906
-6.4,-1.2,1.6,22.789,-9.8794,1.2596,0.12804,22.971
-6.2,-1.2,1.6,23.802,-9.7246,0.91112,-0.1419,23.064
-6.0,-1.2,1.6,24.81,-9.6426,0.43347,-0.53191,23.156
-5.8,-1.2,1.6,25.819,-9.4926,0.71927,-0.090125,23.194
-5.6,-1.2,1.6,26.821,-9.3487,1.1471,0.37294,23.204
-5.4,-1.2,1.6,27.779,-9.5833,0.88349,0.044757,23.274
-5.2,-1.2,1.6,28.762,-9.6019,0.33945,-0.34952,23.384
-5.0,-1.2,1.6,29.55,-9.1804,0.3887,-0.43116,23.433
-4.8,-1.2,1.6,30.224,-9.1955,0.57005,-0.55383,23.454
-4.6,-1.2,1.6,31.01,-9.4981,0.42054,-0.47435,23.479
-4.4,-1.2,1.6,31.671,-9.334,0.3677,-0.31082,23.461
-4.2,-1.2,1.6,32.221,-9.218,0.34855,-0.65041,23.405
-4.0,-1.2,1.6,32.92,-9.6102,0.24048,-0.9211,23.367
-3.8,-1.2,1.6,33.678,-9.8647,0.189,-0.70524,23.402
-3.6,-1.2,1.6,34.067,-9.4165,0.23894,-0.61444,23.469
-3.4,-1.2,1.6,34.379,-9.4101,0.0034563,-1.0943,23.53
-3.2,-1.2,1.6,35.132,-9.6651,-0.45064,-1.4065,23.259
-3.0,-1.2,1.6,35.814,-9.5354,-0.33559,-0.91219,22.68
-2.8,-1.2,1.6,36.235,-9.3885,0.026347,-0.62343,22.329
-2.6,-1.2,1.6,36.833,-9.5876,-0.26101,-1.0854,22.194
-2.4,-1.2,1.6,37.758,-9.6227,-0.80858,-1.2162,22.043
-2.2,-1.2,1.6,38.561,-9.4725,-0.63935,-0.85872,21.866
-2.0,-1.2,1.6,39.283,-9.6618,-0.18647,-0.74712,21.734
-1.8,-1.2,1.6,40.252,-9.8242,-0.48187,-0.75103,21.641
-1.6,-1.2,1.6,41.356,-9.6454,-1.1281,-0.73722,21.542
-1.4,-1.2,1.6,42.697,-9.7288,-0.96783,-0.70914,21.416
-1.2,-1.2,1.6,44.242,-10.199,-0.49745,-0.52846,21.287
-1.0,-1.2,1.6,45.987,-10.098,-0.81592,-0.40578,21.187
-0.8,-1.2,1.6,47.993,-9.8442,-1.4798,-0.50715,21.105
-0.6,-1.2,1.6,50.417,-9.9684,-1.4589,-0.44442,21.014
-0.4,-1.2,1.6,53.255,-10.401,-0.86143,-0.28244,20.924
-0.2,-1.2,1.6,56.163,-10.474,-0.80246,-0.3407,20.858
0.0,-1.2,1.6,58.846,-10.012,-1.5174,-0.35811,20.812
0.2,-1.2,1.6,61.081,-9.6482,-1.806,-0.29515,20.766
0.4,-1.2,1.6,62.491,-9.9873,-1.1214,-0.14748,20.72
0.6,-1.2,1.6,62.758,-10.12,-0.75656,0.031183,20.682
0.8,-1.2,1.6,61.927,-9.7962,-0.99629,-0.012985,20.649
1.0,-1.2,1.6,60.336,-9.8198,-0.95123,0.012782,20.617
1.2,-1.2,1.6,58.366,-9.9327,-0.71941,0.22013,20.587
1.4,-1.2,1.6,56.225,-10.028,-0.5691,0.34917,20.559
1.6,-1.2,1.6,54.084,-10.053,-0.46247,0.45972,20.534
1.8,-1.2,1.6,51.969,-9.9861,-0.54396,0.36733,20.509
2.0,-1.2,1.6,50.016,-9.9128,-0.54545,0.12341,20.485
2.2,-1.2,1.6,48.178,-10.292,-0.047403,0.37782,20.462
2.4,-1.2,1.6,46.431,-10.407,0.28871,0.80634,20.44
2.6,-1.2,1.6,44.94,-10.092,-0.22476,0.57433,20.419
2.8,-1.2,1.6,43.722,-9.9104,-0.50893,0.12877,20.396
3.0,-1.2,1.6,42.649,-10.38,0.15835,0.27974,20.374
3.2,-1.2,1.6,41.581,-10.574,0.63625,0.81589,20.353
3.4,-1.2,1.6,40.616,-10.106,0.17602,0.93374,20.332
3.6,-1.2,1.6,39.868,-9.8712,-0.5499,0.37114,20.312
3.8,-1.2,1.6,39.327,-10.458,-0.22719,0.0055939,20.291
4.0,-1.2,1.6,38.763,-10.548,0.80366,0.421,20.273
4.2,-1.2,1.6,37.988,-9.9331,0.5982,0.85986,20.255
4.4,-1.2,1.6,37.543,-9.7083,-0.67066,0.52392,20.235
4.6,-1.2,1.6,37.427,-10.721,-0.76467,-0.043953,20.216
4.8,-1.2,1.6,37.283,-10.812,0.46698,0.076662,20.2
5.0,-1.2,1.6,36.755,-9.8217,0.70932,0.49275,20.186
5.2,-1.2,1.6,36.123,-9.6042,-0.42006,0.39981,20.17
5.4,-1.2,1.6,35.845,-10.659,-0.86331,0.014039,20.155
5.6,-1.2,1.6,35.778,-10.875,-0.072627,-0.0015023,20.142
5.8,-1.2,1.6,35.474,-10.109,0.30648,0.15621,20.131
6.0,-1.2,1.6,34.803,-9.7061,-0.2171,0.1672,20.12
6.2,-1.2,1.6,34.268,-10.458,-0.57683,0.18107,20.108
6.4,-1.2,1.6,34.111,-10.659,-0.46286,0.10407,20.098
6.6,-1.2,1.6,33.653,-10.2,-0.36877,-0.091737,20.089
6.8,-1.2,1.6,32.897,-10.099,-0.36938,-0.10658,20.08
7.0,-1.2,1.6,32.323,-10.677,-0.4277,0.11117,20.071
7.2,-1.2,1.6,31.818,-10.461,-0.6004,0.23189,20.064
7.4,-1.2,1.6,31.233,-10.32,-0.67407,0.028759,20.057
7.6,-1.2,1.6,30.541,-10.49,-0.44514,-0.13344,20.051
7.8,-1.2,1.6,30.118,-10.646,-0.51868,0.020938,20.044
8.0,-1.2,1.6,29.57,-10.239,-0.76385,0.17072,20.039
8.2,-1.2,1.6,28.984,-10.469,-0.42687,0.098561,20.034
8.4,-1.2,1.6,28.529,-10.715,-0.27535,0.037289,20.029
