X,Y,Z,P,Xspd,Yspd,Zspd,T
-10.0,-10.0,1.6,0.14814,-8.4289,-0.50113,-0.16408,20.818
-9.8,-10.0,1.6,0.13408,-8.4895,-0.63822,-0.12074,20.813
-9.6,-10.0,1.6,0.15587,-8.7257,-0.46944,-0.12177,20.805
-9.4,-10.0,1.6,0.17886,-8.494,-0.30597,-0.19625,20.798
-9.2,-10.0,1.6,0.16567,-8.4646,-0.4965,-0.081368,20.791
-9.0,-10.0,1.6,0.17153,-8.5535,-0.5382,-0.086806,20.784
-8.8,-10.0,1.6,0.21577,-8.6774,-0.49898,-0.32365,20.78
-8.6,-10.0,1.6,0.25665,-8.5889,-0.58585,-0.29022,20.776
-8.4,-10.0,1.6,0.27105,-8.5663,-0.67389,0.060153,20.771
-8.2,-10.0,1.6,0.29983,-8.6483,-0.49729,-0.01664,20.761
-8.0,-10.0,1.6,0.35407,-8.743,-0.50109,-0.4658,20.747
-7.8,-10.0,1.6,0.41508,-8.9149,-0.50476,-0.36242,20.733
-7.6,-10.0,1.6,0.4496,-8.792,-0.32311,-0.026748,20.721
-7.4,-10.0,1.6,0.47045,-8.7071,-0.2334,-0.14668,20.711
-7.2,-10.0,1.6,0.47136,-8.602,-0.2949,-0.24701,20.701
-7.0,-10.0,1.6,0.45937,-8.7038,-0.45661,-0.072385,20.693
-6.8,-10.0,1.6,0.47697,-8.8736,-0.51303,-0.12545,20.685
-6.6,-10.0,1.6,0.52961,-8.8636,-0.5159,-0.43182,20.674
-6.4,-10.0,1.6,0.53311,-8.6266,-0.66983,-0.15348,20.663
-6.2,-10.0,1.6,0.49422,-8.8264,-0.78179,0.41352,20.65
-6.0,-10.0,1.6,0.55845,-9.1549,-0.66211,0.15587,20.635
-5.8,-10.0,1.6,0.6066,-9.0636,-0.45144,-0.65219,20.624
-5.6,-10.0,1.6,0.40125,-8.7717,-0.44164,-0.30053,20.615
-5.4,-10.0,1.6,-0.026755,-9.0105,-0.73146,0.74196,20.607
-5.2,-10.0,1.6,0.088642,-9.245,-0.54209,0.26473,20.595
-5.0,-10.0,1.6,0.45871,-8.7163,-0.43808,-0.72598,20.585
-4.8,-10.0,1.6,0.4858,-8.9315,-0.66808,-0.33017,20.577
-4.6,-10.0,1.6,0.53292,-9.3825,-0.41923,0.42087,20.564
-4.4,-10.0,1.6,0.25502,-9.0375,-0.3309,0.025172,20.556
-4.2,-10.0,1.6,-2.1102,-8.7947,-0.36137,-0.43159,20.548
-4.0,-10.0,1.6,-2.4077,-8.9066,-0.28035,0.19852,20.537
-3.8,-10.0,1.6,-0.26352,-9.0564,-0.59642,0.45693,20.529
-3.6,-10.0,1.6,0.20931,-9.1257,-0.73383,-0.39705,20.518
-3.4,-10.0,1.6,-0.088203,-8.8597,-0.72806,-0.42692,20.508
-3.2,-10.0,1.6,-2.6025,-9.1409,-0.58463,0.55211,20.497
-3.0,-10.0,1.6,-2.8102,-9.1281,-0.41575,0.55811,20.484
-2.8,-10.0,1.6,-0.9253,-8.9784,-0.63673,-0.3997,20.475
-2.6,-10.0,1.6,-3.2666,-9.0692,-0.53358,-0.38799,20.469
-2.4,-10.0,1.6,-6.0069,-9.0137,-0.31182,0.41831,20.46
-2.2,-10.0,1.6,-4.6546,-8.9561,-0.62033,0.43797,20.45
-2.0,-10.0,1.6,-2.06,-9.1475,-0.68024,0.0092487,20.441
-1.8,-10.0,1.6,-1.4651,-8.999,-0.44042,-0.18723,20.432
-1.6,-10.0,1.6,-1.8376,-8.9338,-0.78837,0.0036362,20.419
-1.4,-10.0,1.6,-1.2651,-9.373,-0.71943,0.34067,20.408
-1.2,-10.0,1.6,-0.4309,-9.0722,-0.34854,0.37731,20.402
-1.0,-10.0,1.6,-0.77754,-8.7625,-0.37441,0.13057,20.394
-0.8,-10.0,1.6,-3.6134,-9.1647,-0.49905,-0.12885,20.387
-0.6,-10.0,1.6,-3.6556,-9.5237,-0.49877,0.089964,20.379
-0.4,-10.0,1.6,-0.76881,-8.891,-0.36787,0.37099,20.369
-0.2,-10.0,1.6,-0.10361,-8.6025,-0.31363,0.19872,20.361
0.0,-10.0,1.6,0.046867,-9.1301,-0.31642,-0.010137,20.354
0.2,-10.0,1.6,0.15531,-9.2609,-0.65189,0.033541,20.342
0.4,-10.0,1.6,0.23341,-9.0542,-0.74991,0.35817,20.33
0.6,-10.0,1.6,0.058896,-8.9148,-0.58728,0.46925,20.321
0.8,-10.0,1.6,-0.65738,-9.0385,-0.7369,0.33195,20.315
1.0,-10.0,1.6,-3.5211,-9.2693,-0.54479,0.24962,20.306
1.2,-10.0,1.6,-4.384,-9.2765,-0.59341,0.10946,20.292
1.4,-10.0,1.6,-3.1633,-9.1571,-0.93117,0.059339,20.28
1.6,-10.0,1.6,-7.0953,-8.8692,-0.47511,0.16895,20.27
1.8,-10.0,1.6,-7.5564,-9.0774,-0.37035,0.38414,20.26
2.0,-10.0,1.6,-5.33,-9.8211,-0.69072,0.26214,20.248
2.2,-10.0,1.6,-3.9439,-9.3266,-0.54682,-0.095733,20.236
2.4,-10.0,1.6,-1.6419,-8.6425,-0.397,-0.067862,20.226
2.6,-10.0,1.6,-2.8081,-8.9954,-0.51695,0.3453,20.215
2.8,-10.0,1.6,-8.0003,-9.7125,-0.61878,0.61341,20.204
3.0,-10.0,1.6,-8.0053,-9.6076,-0.50527,0.26283,20.191
3.2,-10.0,1.6,-5.5071,-8.9667,-0.32978,0.15807,20.18
3.4,-10.0,1.6,-5.5795,-8.9447,-0.43526,0.53429,20.169
3.6,-10.0,1.6,-6.406,-9.5771,-0.55995,0.53718,20.158
3.8,-10.0,1.6,-8.7979,-9.562,-0.48284,0.33484,20.148
4.0,-10.0,1.6,-10.226,-9.057,-0.38586,0.31362,20.14
4.2,-10.0,1.6,-7.9157,-8.942,-0.3947,0.2566,20.132
4.4,-10.0,1.6,-5.7009,-9.6525,-0.51622,0.40534,20.122
4.6,-10.0,1.6,-4.4426,-9.5527,-0.45799,0.60417,20.112
4.8,-10.0,1.6,-1.2537,-8.872,-0.47089,0.42132,20.104
5.0,-10.0,1.6,-0.98706,-9.076,-0.55745,0.27828,20.097
5.2,-10.0,1.6,-0.93253,-9.7327,-0.33264,0.27725,20.09
5.4,-10.0,1.6,-1.3648,-9.2671,-0.54017,0.42042,20.082
5.6,-10.0,1.6,-6.1171,-9.0717,-0.52825,0.50412,20.077
5.8,-10.0,1.6,-6.6158,-9.1669,-0.50822,0.37152,20.07
6.0,-10.0,1.6,-2.4872,-9.8148,-0.77705,0.46118,20.064
6.2,-10.0,1.6,-3.2871,-9.4538,-0.59061,0.56304,20.058
6.4,-10.0,1.6,-10.735,-9.0638,-0.30479,0.3641,20.052
6.6,-10.0,1.6,-13.243,-9.1802,-0.23165,0.47011,20.047
6.8,-10.0,1.6,-7.0452,-9.6365,-0.59646,0.87674,20.042
7.0,-10.0,1.6,-3.1639,-9.5681,-0.60446,0.56146,20.038
7.2,-10.0,1.6,-2.0641,-8.9723,-0.35807,-0.12224,20.034
7.4,-10.0,1.6,-1.9579,-9.1593,-0.52455,-0.025336,20.029
7.6,-10.0,1.6,-1.6365,-9.9727,-0.71044,0.53632,20.025
7.8,-10.0,1.6,-2.0256,-9.519,-0.69476,0.6916,20.023
8.0,-10.0,1.6,-2.2969,-8.7561,-0.76705,0.25172,20.02
8.2,-10.0,1.6,-2.3533,-9.7276,-0.7056,-0.21608,20.016
8.4,-10.0,1.6,-2.0376,-10.508,-0.3615,0.066988,20.014
8.6,-10.0,1.6,-2.4924,-9.2916,-0.46747,0.71672,20.011
8.8,-10.0,1.6,-8.2777,-8.9416,-0.59183,0.29695,20.01
9.0,-10.0,1.6,-11.786,-9.8457,-0.26533,-0.6141,20.008
9.2,-10.0,1.6,-7.3183,-10.083,-0.49469,-0.18742,20.005
9.4,-10.0,1.6,-3.4451,-9.8247,-0.51215,0.65869,20.004
9.6,-10.0,1.6,-3.1636,-9.4073,-0.37491,0.45173,20.003
9.8,-10.0,1.6,-6.3718,-9.8388,-0.48826,0.078275,20.002
10.0,-10.0,1.6,-9.1427,-10.0,-0.36838,0.055946,20.001
-10.0,-9.8,1.6,0.21408,-8.4305,-0.37639,-0.18776,20.812
-9.8,-9.8,1.6,0.21174,-8.5007,-0.43286,-0.15641,20.807
-9.6,-9.8,1.6,0.24877,-8.6955,-0.46289,-0.16061,20.799
-9.4,-9.8,1.6,0.30142,-8.5426,-0.39322,-0.1319,20.791
-9.2,-9.8,1.6,0.33278,-8.4669,-0.33772,-0.067287,20.783
-9.0,-9.8,1.6,0.37035,-8.5465,-0.37946,-0.20456,20.775
-8.8,-9.8,1.6,0.43885,-8.6921,-0.50304,-0.34073,20.768
-8.6,-9.8,1.6,0.51794,-8.6542,-0.51552,-0.1203,20.761
-8.4,-9.8,1.6,0.57592,-8.5697,-0.40921,0.11081,20.752
-8.2,-9.8,1.6,0.62953,-8.6339,-0.36948,-0.14168,20.741
-8.0,-9.8,1.6,0.70156,-8.796,-0.47126,-0.46192,20.729
-7.8,-9.8,1.6,0.79204,-8.9482,-0.5041,-0.22264,20.717
-7.6,-9.8,1.6,0.85793,-8.7787,-0.3863,0.061851,20.705
-7.4,-9.8,1.6,0.89297,-8.6838,-0.34064,-0.12325,20.694
-7.2,-9.8,1.6,0.91055,-8.7106,-0.39217,-0.26237,20.684
-7.0,-9.8,1.6,0.93069,-8.8297,-0.46074,-0.14111,20.675
-6.8,-9.8,1.6,0.98505,-8.925,-0.53324,-0.1425,20.666
-6.6,-9.8,1.6,1.0565,-8.8447,-0.58796,-0.24572,20.654
-6.4,-9.8,1.6,1.0739,-8.6876,-0.52143,0.014317,20.642
-6.2,-9.8,1.6,1.0603,-8.9243,-0.46496,0.21126,20.63
-6.0,-9.8,1.6,1.1343,-9.2133,-0.65366,-0.20489,20.617
-5.8,-9.8,1.6,1.1823,-9.0476,-0.72357,-0.5272,20.605
-5.6,-9.8,1.6,1.0116,-8.8615,-0.39052,0.078287,20.594
-5.4,-9.8,1.6,0.6863,-9.1046,-0.32159,0.57693,20.586
-5.2,-9.8,1.6,0.76824,-9.261,-0.6623,-0.17803,20.575
-5.0,-9.8,1.6,1.0887,-8.9008,-0.67786,-0.73379,20.564
-4.8,-9.8,1.6,1.1678,-9.1167,-0.29424,-0.061158,20.554
-4.6,-9.8,1.6,1.2026,-9.3718,-0.2678,0.41399,20.543
-4.4,-9.8,1.6,0.96064,-9.0663,-0.69457,-0.15958,20.535
-4.2,-9.8,1.6,-0.54678,-9.0509,-0.63272,-0.43391,20.527
-4.0,-9.8,1.6,-0.74668,-9.2357,-0.1419,0.19814,20.516
-3.8,-9.8,1.6,0.54192,-9.1055,-0.28881,0.24449,20.507
-3.6,-9.8,1.6,0.81962,-9.08,-0.85759,-0.51281,20.498
-3.4,-9.8,1.6,0.53635,-9.2141,-0.78002,-0.30497,20.487
-3.2,-9.8,1.6,-1.0558,-9.3609,-0.23191,0.56505,20.476
-3.0,-9.8,1.6,-1.2736,-9.0956,-0.27461,0.26102,20.466
-2.8,-9.8,1.6,-0.31984,-9.1065,-0.76749,-0.64126,20.458
-2.6,-9.8,1.6,-1.8998,-9.3452,-0.71454,-0.33016,20.45
-2.4,-9.8,1.6,-3.7409,-9.1564,-0.32286,0.57513,20.44
-2.2,-9.8,1.6,-3.0739,-9.0528,-0.40297,0.42989,20.432
-2.0,-9.8,1.6,-1.5114,-9.3417,-0.66481,-0.34472,20.424
-1.8,-9.8,1.6,-1.0654,-9.1918,-0.56625,-0.50775,20.416
-1.6,-9.8,1.6,-1.2559,-9.0025,-0.46421,0.1772,20.405
-1.4,-9.8,1.6,-0.82296,-9.3913,-0.61974,0.6552,20.395
-1.2,-9.8,1.6,-0.20442,-9.2805,-0.69047,0.19831,20.389
-1.0,-9.8,1.6,-0.48035,-9.018,-0.37474,-0.33223,20.382
-0.8,-9.8,1.6,-2.3022,-9.2621,-0.26,-0.13397,20.375
-0.6,-9.8,1.6,-2.3279,-9.3884,-0.6755,0.39941,20.367
-0.4,-9.8,1.6,-0.47128,-8.9259,-0.80146,0.41471,20.358
-0.2,-9.8,1.6,0.088767,-9.0057,-0.43591,-0.010485,20.349
0.0,-9.8,1.6,0.35509,-9.5122,-0.24426,-0.15934,20.342
0.2,-9.8,1.6,0.54103,-9.1996,-0.44924,0.077718,20.333
0.4,-9.8,1.6,0.53324,-8.7433,-0.7523,0.39506,20.321
0.6,-9.8,1.6,0.33297,-9.1073,-0.88707,0.39167,20.311
0.8,-9.8,1.6,-0.26323,-9.6512,-0.57197,0.21281,20.304
1.0,-9.8,1.6,-2.1704,-9.3904,-0.1262,0.18294,20.296
1.2,-9.8,1.6,-3.0302,-8.8823,-0.54114,0.13954,20.285
1.4,-9.8,1.6,-2.6367,-9.1138,-1.1733,0.086184,20.273
1.6,-9.8,1.6,-5.1066,-9.495,-0.60837,0.20484,20.263
1.8,-9.8,1.6,-5.3863,-9.4483,0.080102,0.41086,20.253
2.0,-9.8,1.6,-3.9549,-9.3508,-0.42661,0.22441,20.242
2.2,-9.8,1.6,-3.0368,-9.1393,-1.0912,-0.13607,20.231
2.4,-9.8,1.6,-1.6937,-9.2378,-0.77122,-0.00071841,20.22
2.6,-9.8,1.6,-2.5949,-9.4556,-0.10033,0.42739,20.21
2.8,-9.8,1.6,-5.8632,-9.4836,-0.21709,0.47136,20.2
3.0,-9.8,1.6,-6.0234,-9.3189,-0.92162,0.022469,20.188
3.2,-9.8,1.6,-4.6249,-9.2616,-0.92107,-0.023308,20.176
3.4,-9.8,1.6,-4.6879,-9.4565,-0.18055,0.43656,20.166
3.6,-9.8,1.6,-5.208,-9.5697,-0.052877,0.50908,20.156
3.8,-9.8,1.6,-6.7321,-9.2008,-0.78857,0.17902,20.147
4.0,-9.8,1.6,-7.5544,-9.1431,-0.97557,0.052722,20.138
4.2,-9.8,1.6,-5.9615,-9.5696,-0.2558,0.17538,20.129
4.4,-9.8,1.6,-4.2797,-9.6694,-0.12551,0.34935,20.12
4.6,-9.8,1.6,-3.2189,-9.0577,-0.78955,0.39205,20.112
4.8,-9.8,1.6,-1.1078,-9.042,-0.92014,0.23514,20.103
5.0,-9.8,1.6,-0.72783,-9.6502,-0.32165,0.13812,20.095
5.2,-9.8,1.6,-0.65109,-9.5979,-0.2738,0.17179,20.088
5.4,-9.8,1.6,-1.0706,-9.0398,-0.90466,0.31888,20.082
5.6,-9.8,1.6,-4.1687,-9.359,-0.77667,0.2954,20.075
5.8,-9.8,1.6,-4.6369,-9.5099,-0.27764,0.11994,20.069
6.0,-9.8,1.6,-2.312,-9.5153,-0.557,0.28906,20.063
6.2,-9.8,1.6,-3.0968,-9.3263,-0.93468,0.39742,20.057
6.4,-9.8,1.6,-7.9023,-9.4208,-0.56724,0.11772,20.052
6.6,-9.8,1.6,-9.491,-9.44,-0.10089,0.24761,20.046
6.8,-9.8,1.6,-5.6719,-9.4017,-0.43745,0.73385,20.042
7.0,-9.8,1.6,-3.0996,-9.3876,-0.93312,0.38555,20.038
7.2,-9.8,1.6,-2.2548,-9.3118,-0.62746,-0.37837,20.034
7.4,-9.8,1.6,-2.1053,-9.3773,-0.10689,-0.16255,20.029
7.6,-9.8,1.6,-1.9298,-9.5698,-0.50085,0.58704,20.026
7.8,-9.8,1.6,-2.3093,-9.3873,-1.1688,0.60988,20.023
8.0,-9.8,1.6,-2.61,-9.3026,-0.6524,-0.074274,20.02
8.2,-9.8,1.6,-2.7014,-9.779,0.1073,-0.44215,20.017
8.4,-9.8,1.6,-2.623,-9.9105,-0.55152,0.14172,20.014
8.6,-9.8,1.6,-3.1666,-9.3404,-1.2744,0.75061,20.012
8.8,-9.8,1.6,-6.9458,-9.447,-0.45542,0.025094,20.01
9.0,-9.8,1.6,-9.2435,-9.8935,0.33096,-0.78899,20.008
9.2,-9.8,1.6,-6.6002,-9.8356,-0.37096,0.015626,20.005
9.4,-9.8,1.6,-4.2115,-9.8002,-0.94108,0.78322,20.004
9.6,-9.8,1.6,-4.0307,-9.6816,-0.48401,0.22576,20.003
9.8,-9.8,1.6,-6.0585,-9.8996,-0.14275,-0.18034,20.002
10.0,-9.8,1.6,-7.7633,-10.0,-0.1192,-0.0724,20.001
-10.0,-9.6,1.6,0.27171,-8.3812,-0.31246,-0.062101,20.854
-9.8,-9.6,1.6,0.31463,-8.4365,-0.34553,-0.10724,20.848
-9.6,-9.6,1.6,0.41698,-8.5545,-0.44174,-0.11205,20.837
-9.4,-9.6,1.6,0.53771,-8.5519,-0.47385,-0.01144,20.826
-9.2,-9.6,1.6,0.65822,-8.4785,-0.36491,-0.027868,20.816
-9.0,-9.6,1.6,0.76936,-8.4423,-0.28569,-0.21459,20.807
-8.8,-9.6,1.6,0.88732,-8.5468,-0.38476,-0.21016,20.797
-8.6,-9.6,1.6,1.0249,-8.6305,-0.50815,0.07849,20.786
-8.4,-9.6,1.6,1.1592,-8.5482,-0.43824,0.15887,20.773
-8.2,-9.6,1.6,1.2746,-8.5289,-0.26083,-0.13532,20.76
-8.0,-9.6,1.6,1.3949,-8.7226,-0.26166,-0.32462,20.749
-7.8,-9.6,1.6,1.5354,-8.8667,-0.45668,-0.059361,20.739
-7.6,-9.6,1.6,1.6543,-8.6745,-0.49678,0.22873,20.727
-7.4,-9.6,1.6,1.7405,-8.5874,-0.2988,0.026525,20.713
-7.2,-9.6,1.6,1.8197,-8.7577,-0.23439,-0.3019,20.7
-7.0,-9.6,1.6,1.9114,-8.8804,-0.43956,-0.24965,20.69
-6.8,-9.6,1.6,2.0135,-8.799,-0.60527,0.015925,20.679
-6.6,-9.6,1.6,2.112,-8.6916,-0.5053,0.10763,20.665
-6.4,-9.6,1.6,2.1909,-8.7766,-0.29161,0.042879,20.653
-6.2,-9.6,1.6,2.259,-8.9867,-0.33482,-0.1341,20.642
-6.0,-9.6,1.6,2.3553,-9.0042,-0.69196,-0.33576,20.63
-5.8,-9.6,1.6,2.4169,-8.8524,-0.72554,-0.13199,20.615
-5.6,-9.6,1.6,2.3457,-8.9398,-0.23915,0.33358,20.602
-5.4,-9.6,1.6,2.2119,-9.1276,-0.16891,0.18643,20.595
-5.2,-9.6,1.6,2.2844,-9.0825,-0.69619,-0.51795,20.586
-5.0,-9.6,1.6,2.5166,-8.9521,-0.72745,-0.51707,20.569
-4.8,-9.6,1.6,2.6411,-9.1388,-0.20119,0.24487,20.555
-4.6,-9.6,1.6,2.6667,-9.1762,-0.21867,0.39361,20.548
-4.4,-9.6,1.6,2.5374,-8.987,-0.6761,-0.30387,20.54
-4.2,-9.6,1.6,2.1389,-9.1565,-0.6091,-0.50233,20.53
-4.0,-9.6,1.6,2.0545,-9.3643,-0.25649,0.12549,20.519
-3.8,-9.6,1.6,2.2904,-9.0644,-0.39024,0.20937,20.51
-3.6,-9.6,1.6,2.3123,-8.9143,-0.74431,-0.44474,20.5
-3.4,-9.6,1.6,2.0913,-9.2845,-0.6842,-0.33973,20.488
-3.2,-9.6,1.6,1.6099,-9.4011,-0.34229,0.35696,20.477
-3.0,-9.6,1.6,1.3691,-9.0705,-0.32095,0.035904,20.471
-2.8,-9.6,1.6,1.2478,-9.0487,-0.70186,-0.66789,20.463
-2.6,-9.6,1.6,0.61444,-9.3304,-0.86329,-0.21663,20.453
-2.4,-9.6,1.6,-0.078584,-9.2814,-0.48732,0.56699,20.442
-2.2,-9.6,1.6,-0.19981,-9.1207,-0.18169,0.25477,20.434
-2.0,-9.6,1.6,0.031915,-9.1886,-0.50015,-0.59763,20.428
-1.8,-9.6,1.6,0.17684,-9.1866,-0.86168,-0.57172,20.42
-1.6,-9.6,1.6,0.18635,-9.1466,-0.63063,0.33851,20.41
-1.4,-9.6,1.6,0.39233,-9.3395,-0.36403,0.67404,20.401
-1.2,-9.6,1.6,0.64271,-9.3333,-0.39418,-0.092625,20.395
-1.0,-9.6,1.6,0.46831,-9.1584,-0.34741,-0.59245,20.389
-0.8,-9.6,1.6,-0.079198,-9.1914,-0.50072,-0.0046452,20.382
-0.6,-9.6,1.6,-0.099822,-9.2215,-0.80241,0.56341,20.372
-0.4,-9.6,1.6,0.41637,-9.1604,-0.47996,0.2613,20.362
-0.2,-9.6,1.6,0.7523,-9.3788,0.024464,-0.16949,20.353
0.0,-9.6,1.6,1.0158,-9.4918,-0.26427,-0.081432,20.347
0.2,-9.6,1.6,1.154,-8.9841,-0.84957,0.16432,20.339
0.4,-9.6,1.6,1.063,-8.804,-0.73553,0.25488,20.328
0.6,-9.6,1.6,0.9118,-9.5348,-0.1824,0.23507,20.317
0.8,-9.6,1.6,0.58507,-9.8116,-0.14195,0.15593,20.309
1.0,-9.6,1.6,-0.18186,-9.0087,-0.61339,0.08765,20.301
1.2,-9.6,1.6,-0.87682,-8.7536,-0.82332,0.050032,20.291
1.4,-9.6,1.6,-1.1957,-9.5165,-0.51858,0.081344,20.279
1.6,-9.6,1.6,-1.8109,-9.7732,-0.19719,0.20439,20.268
1.8,-9.6,1.6,-1.9724,-9.2131,-0.38027,0.25184,20.259
2.0,-9.6,1.6,-1.6487,-9.0088,-0.74105,0.081362,20.248
2.2,-9.6,1.6,-1.3032,-9.3884,-0.66832,-0.091904,20.237
2.4,-9.6,1.6,-1.0865,-9.6226,-0.34656,0.018603,20.225
2.6,-9.6,1.6,-1.6439,-9.5062,-0.24575,0.29116,20.214
2.8,-9.6,1.6,-2.6158,-9.3298,-0.53144,0.27573,20.205
3.0,-9.6,1.6,-2.8404,-9.2397,-0.79542,-0.095813,20.194
3.2,-9.6,1.6,-2.6821,-9.43,-0.44402,-0.17516,20.181
3.4,-9.6,1.6,-2.7809,-9.7492,-0.062711,0.206,20.17
3.6,-9.6,1.6,-2.974,-9.5688,-0.43576,0.29865,20.161
3.8,-9.6,1.6,-3.3556,-9.0507,-0.81647,0.0048001,20.152
4.0,-9.6,1.6,-3.4118,-9.3264,-0.36967,-0.025094,20.141
4.2,-9.6,1.6,-2.7892,-9.9042,-0.08983,0.093035,20.132
4.4,-9.6,1.6,-1.9803,-9.5042,-0.67099,-0.0082079,20.124
4.6,-9.6,1.6,-1.2773,-8.9661,-0.81481,0.022306,20.115
4.8,-9.6,1.6,-0.42519,-9.4454,-0.18501,0.16942,20.105
5.0,-9.6,1.6,-0.016071,-9.7423,-0.15906,0.069514,20.097
5.2,-9.6,1.6,0.071281,-9.2819,-0.84875,-0.0073139,20.091
5.4,-9.6,1.6,-0.18854,-9.3352,-0.84696,0.086563,20.084
5.6,-9.6,1.6,-1.0771,-9.6617,-0.17016,-0.0095174,20.077
5.8,-9.6,1.6,-1.4868,-9.3001,-0.29633,-0.099896,20.071
6.0,-9.6,1.6,-1.3617,-9.2059,-0.94768,0.14111,20.065
6.2,-9.6,1.6,-1.9334,-9.6334,-0.7166,0.19855,20.059
6.4,-9.6,1.6,-3.3944,-9.6347,-0.11931,-0.067281,20.053
6.6,-9.6,1.6,-3.9587,-9.2827,-0.34106,-0.012772,20.048
6.8,-9.6,1.6,-3.1567,-9.2992,-0.81141,0.32809,20.044
7.0,-9.6,1.6,-2.2985,-9.5266,-0.66574,0.21806,20.039
7.2,-9.6,1.6,-1.9222,-9.4963,-0.32268,-0.27803,20.035
7.4,-9.6,1.6,-1.868,-9.409,-0.33703,-0.25065,20.03
7.6,-9.6,1.6,-1.9325,-9.4357,-0.60483,0.41179,20.027
7.8,-9.6,1.6,-2.2321,-9.4859,-0.69188,0.621,20.024
8.0,-9.6,1.6,-2.5943,-9.6067,-0.38021,-0.13834,20.021
8.2,-9.6,1.6,-2.8381,-9.7005,-0.20456,-0.66731,20.017
8.4,-9.6,1.6,-3.0447,-9.6535,-0.62512,0.14319,20.014
8.6,-9.6,1.6,-3.5777,-9.5707,-0.85644,0.88543,20.012
8.8,-9.6,1.6,-4.8669,-9.7285,-0.26748,-0.10446,20.01
9.0,-9.6,1.6,-5.7059,-9.8944,0.11338,-0.91884,20.008
9.2,-9.6,1.6,-5.2535,-9.8476,-0.41385,0.18861,20.006
9.4,-9.6,1.6,-4.711,-9.8285,-0.7994,0.87198,20.004
9.6,-9.6,1.6,-4.6859,-9.8654,-0.45666,0.0079148,20.003
9.8,-9.6,1.6,-5.257,-9.9514,-0.13306,-0.39978,20.002
10.0,-9.6,1.6,-5.6651,-10.0,-0.082544,-0.18245,20.001
-10.0,-9.4,1.6,0.30485,-8.3634,-0.26779,-0.034321,20.931
-9.8,-9.4,1.6,0.39888,-8.4078,-0.29685,-0.11416,20.921
-9.6,-9.4,1.6,0.58677,-8.5066,-0.38246,-0.13493,20.906
-9.4,-9.4,1.6,0.77541,-8.5155,-0.42744,0.010067,20.897
-9.2,-9.4,1.6,0.96141,-8.4627,-0.40478,0.011402,20.89
-9.0,-9.4,1.6,1.1403,-8.3539,-0.36212,-0.21087,20.886
-8.8,-9.4,1.6,1.315,-8.4378,-0.36197,-0.21782,20.879
-8.6,-9.4,1.6,1.5088,-8.5894,-0.44093,0.11882,20.864
-8.4,-9.4,1.6,1.7163,-8.5248,-0.42572,0.2155,20.847
-8.2,-9.4,1.6,1.8962,-8.3566,-0.24734,-0.12283,20.83
-8.0,-9.4,1.6,2.0901,-8.5385,-0.15268,-0.30084,20.817
-7.8,-9.4,1.6,2.3036,-8.787,-0.35866,0.021624,20.807
-7.6,-9.4,1.6,2.4793,-8.6145,-0.54064,0.25972,20.793
-7.4,-9.4,1.6,2.6215,-8.4206,-0.34335,-0.052903,20.777
-7.2,-9.4,1.6,2.7754,-8.6499,-0.1225,-0.33096,20.764
-7.0,-9.4,1.6,2.9556,-8.8713,-0.34175,-0.13526,20.753
-6.8,-9.4,1.6,3.0948,-8.677,-0.64145,0.052958,20.741
-6.6,-9.4,1.6,3.2166,-8.5444,-0.43217,-0.017699,20.725
-6.4,-9.4,1.6,3.3766,-8.7823,-0.080189,-0.015616,20.711
-6.2,-9.4,1.6,3.5458,-8.9002,-0.2966,-0.050569,20.7
-6.0,-9.4,1.6,3.6892,-8.7523,-0.71676,-0.27969,20.687
-5.8,-9.4,1.6,3.7982,-8.781,-0.51156,-0.1175,20.669
-5.6,-9.4,1.6,3.8635,-8.9501,-0.053589,0.32524,20.656
-5.4,-9.4,1.6,3.8842,-8.9183,-0.2425,0.059185,20.648
-5.2,-9.4,1.6,3.9939,-8.8152,-0.72814,-0.55852,20.638
-5.0,-9.4,1.6,4.1767,-8.9442,-0.5825,-0.29351,20.62
-4.8,-9.4,1.6,4.3213,-9.022,-0.14636,0.38998,20.605
-4.6,-9.4,1.6,4.3711,-8.8522,-0.2715,0.24824,20.596
-4.4,-9.4,1.6,4.3422,-8.8033,-0.63009,-0.402,20.588
-4.2,-9.4,1.6,4.2561,-9.0816,-0.55505,-0.40582,20.576
-4.0,-9.4,1.6,4.209,-9.1755,-0.30866,0.17578,20.565
-3.8,-9.4,1.6,4.1992,-8.8983,-0.38389,0.21653,20.556
-3.6,-9.4,1.6,4.1202,-8.7989,-0.61467,-0.35661,20.545
-3.4,-9.4,1.6,3.9675,-9.0341,-0.58155,-0.35799,20.531
-3.2,-9.4,1.6,3.7267,-9.1437,-0.35699,0.17042,20.519
-3.0,-9.4,1.6,3.4776,-9.0054,-0.38398,0.06579,20.512
-2.8,-9.4,1.6,3.1963,-8.8952,-0.63355,-0.29563,20.504
-2.6,-9.4,1.6,2.8156,-9.0403,-0.66645,-0.10387,20.494
-2.4,-9.4,1.6,2.4379,-9.1796,-0.46776,0.15093,20.483
-2.2,-9.4,1.6,2.2003,-9.0547,-0.36712,0.057746,20.474
-2.0,-9.4,1.6,2.0619,-8.8892,-0.51013,-0.16854,20.467
-1.8,-9.4,1.6,1.9897,-8.9694,-0.67749,-0.23519,20.457
-1.6,-9.4,1.6,1.9594,-9.1305,-0.59999,0.077964,20.447
